
   The included below is "mass table" calculated with the NL3* covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=2004
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 56 108  0.234  -1258.723  -2.5 -15.5 -26.66 -10.47  5.105  0.240  0.221  0.000  0.026  5.594  5.042
 56 110  0.199  -1263.679  -2.4 -15.8 -28.94  -9.78  5.112  0.202  0.192 -0.004  0.018  5.624  5.049
 56 112  0.158  -1268.484  -2.4 -16.1 -30.40  -9.40  5.118  0.158  0.157 -0.003  0.012  5.654  5.055
 56 114  0.113  -1273.169  -2.3 -16.4 -30.46  -9.66  5.125  0.111  0.117  0.000  0.007  5.685  5.062
 56 116  0.000  -1277.666  -2.2 -17.0 -30.42 -11.21  5.131  0.000  0.000  0.000  0.000  5.715  5.068
 56 118  0.000  -1281.941  -2.1 -17.5 -27.95 -10.98  5.146  0.000  0.000  0.000  0.000  5.745  5.084
 56 120  0.000  -1285.855  -1.9 -18.0 -24.65 -10.72  5.163  0.000  0.000  0.000  0.000  5.775  5.100
 56 122  0.000  -1289.372  -1.7 -18.5 -20.20 -10.45  5.179  0.000  0.000  0.000  0.000  5.803  5.117
 56 124  0.000  -1292.414  -1.4 -19.1 -13.84 -10.12  5.195  0.000  0.000  0.000  0.000  5.829  5.133
 56 126  0.000  -1294.697  -0.6 -19.7  -2.68  -9.82  5.212  0.000  0.000  0.000  0.000  5.852  5.150
 56 128  0.000  -1295.243  -0.2 -19.8 -15.75 -10.21  5.221  0.000  0.000  0.000  0.000  5.916  5.160
 56 130  0.000  -1295.410   0.0 -19.9 -23.91 -10.50  5.231  0.000  0.000  0.000  0.000  5.975  5.169
 56 132  0.000  -1295.411   0.0 -20.0 -30.39 -10.77  5.240  0.000  0.000  0.000  0.000  6.032  5.178
 56 134  0.000  -1295.298   0.1 -20.2 -35.81 -11.04  5.249  0.000  0.000  0.000  0.000  6.088  5.188
 56 136  0.000  -1295.094   0.1 -20.3 -40.45 -11.31  5.258  0.000  0.000  0.000  0.000  6.141  5.197
 56 138  0.117  -1294.864   0.1 -20.4 -41.89 -11.27  5.278  0.130  0.086  0.018  0.010  6.192  5.217
 58  60  0.400   -948.391 -13.4  -0.3  -0.70  -7.49  4.849  0.395  0.405  0.241  0.255  4.722  4.783
 58  62  0.392   -973.717 -12.3  -1.1  -6.19  -7.92  4.858  0.388  0.397  0.195  0.213  4.760  4.791
 58  64  0.379   -997.783 -11.8  -1.8  -7.47  -8.46  4.863  0.376  0.383  0.151  0.173  4.793  4.797
 58  66  0.363  -1020.723 -11.2  -2.4  -7.33  -9.30  4.868  0.361  0.365  0.106  0.132  4.824  4.801
 58  68  0.339  -1042.440 -10.6  -3.0  -7.58 -10.45  4.870  0.338  0.339  0.057  0.084  4.854  4.804
 58  70  0.291  -1063.091 -10.2  -3.5  -9.40 -10.60  4.864  0.291  0.291  0.022  0.044  4.874  4.798
 58  72  0.240  -1083.116  -9.9  -4.0 -10.50 -10.32  4.861  0.238  0.243  0.007  0.023  4.893  4.795
 58  74  0.201  -1102.491  -9.5  -4.5 -10.48 -10.34  4.862  0.196  0.206 -0.004  0.008  4.917  4.796
 58  76  0.156  -1121.210  -9.3  -5.0 -10.66 -10.95  4.863  0.150  0.164 -0.012 -0.004  4.942  4.797
 58  78  0.000  -1139.588  -9.6  -5.6 -13.65 -10.65  4.859  0.000  0.000  0.000  0.000  4.962  4.793
 58  80 -0.002  -1158.515  -9.2  -6.3  -7.92  -9.53  4.867 -0.002 -0.002  0.000  0.000  4.990  4.801
 58  82 -0.001  -1176.577 -10.3  -7.0   0.00  -8.62  4.875 -0.001 -0.001  0.000  0.000  5.018  4.809
 58  84 -0.005  -1186.762  -5.0  -7.6  -7.92  -8.06  4.900 -0.005 -0.005  0.000  0.000  5.067  4.834
 58  86  0.116  -1196.687  -5.3  -8.3  -9.15 -11.28  4.929  0.118  0.113  0.059  0.041  5.121  4.864
 58  88  0.182  -1207.489  -5.4  -8.9  -9.48 -11.53  4.959  0.184  0.178  0.085  0.063  5.176  4.894
 58  90  0.212  -1217.895  -5.1  -9.6 -12.11 -11.05  4.984  0.216  0.206  0.081  0.064  5.224  4.919
 58  92  0.245  -1227.748  -4.8 -10.4 -14.69 -10.91  5.012  0.250  0.237  0.095  0.083  5.273  4.947
 58  94  0.316  -1237.436  -4.7 -11.4 -13.03  -9.35  5.056  0.321  0.308  0.187  0.171  5.333  4.992
 58  96  0.330  -1246.587  -4.4 -12.0 -13.48  -9.74  5.078  0.336  0.320  0.173  0.165  5.377  5.015
 58  98  0.342  -1255.110  -4.1 -12.6 -13.38 -10.38  5.100  0.349  0.330  0.155  0.156  5.420  5.037
 58 100  0.349  -1262.945  -3.7 -13.1 -13.61 -11.13  5.120  0.357  0.337  0.135  0.144  5.462  5.057
 58 102  0.342  -1270.064  -3.4 -13.6 -16.12 -11.97  5.133  0.349  0.329  0.107  0.122  5.499  5.070
 58 104  0.321  -1276.674  -3.2 -13.9 -18.76 -12.73  5.141  0.328  0.308  0.067  0.089  5.530  5.078
 58 106  0.296  -1282.933  -3.1 -14.3 -20.44 -12.95  5.147  0.303  0.284  0.028  0.056  5.560  5.085
 58 108  0.273  -1288.854  -2.9 -14.6 -21.65 -12.68  5.155  0.279  0.262  0.001  0.032  5.591  5.092
 58 110  0.246  -1294.431  -2.7 -15.0 -23.37 -12.16  5.161  0.250  0.239 -0.014  0.017  5.621  5.098
 58 112  0.211  -1299.751  -2.6 -15.2 -25.61 -11.82  5.165  0.212  0.209 -0.015  0.009  5.648  5.103
 58 114 -0.125  -1305.048  -2.6 -15.5 -27.34 -12.54  5.163 -0.128 -0.119 -0.011  0.007  5.671  5.101
 58 116  0.000  -1310.438  -2.7 -15.7 -31.03  -8.44  5.166  0.000  0.000  0.000  0.000  5.699  5.103
 58 118  0.001  -1315.714  -2.6 -16.2 -28.13  -7.66  5.180  0.001  0.001 -0.001  0.000  5.729  5.118
 58 120  0.000  -1320.653  -2.4 -16.7 -24.34  -6.87  5.195  0.000  0.000 -0.001  0.000  5.758  5.133
 58 122  0.000  -1325.224  -2.2 -17.2 -19.29  -5.93  5.210  0.000  0.000  0.000  0.000  5.786  5.148
 58 124  0.000  -1329.358  -1.9 -17.6 -12.30  -4.85  5.225  0.000  0.000  0.000  0.000  5.813  5.164
 58 126  0.000  -1332.857  -1.0 -18.2   0.00  -3.45  5.240  0.000  0.000  0.000  0.000  5.836  5.179
 58 128  0.000  -1333.552  -0.3 -18.3 -13.30  -4.68  5.252  0.000  0.000  0.000  0.000  5.896  5.191
 58 130  0.000  -1333.992  -0.2 -18.5 -21.86  -5.52  5.263  0.000  0.000  0.000  0.000  5.951  5.202
 58 132  0.000  -1334.291  -0.1 -18.7 -28.71  -6.27  5.274  0.000  0.000  0.000  0.000  6.006  5.212
 58 134  0.000  -1334.491  -0.1 -18.9 -34.48  -6.97  5.284  0.000  0.000  0.000  0.000  6.058  5.223
 58 136  0.000  -1334.611   0.0 -19.1 -39.43  -7.62  5.295  0.000  0.000  0.000  0.000  6.109  5.234
 58 138  0.000  -1334.662   0.0 -19.3 -43.70  -8.23  5.306  0.000  0.000  0.000  0.000  6.159  5.245
 58 140  0.154  -1334.788  -0.1 -19.7 -41.27 -13.33  5.335  0.168  0.120  0.020  0.019  6.203  5.275
 58 142 -0.164  -1334.849  -0.1 -20.0 -42.79 -13.24  5.350 -0.178 -0.129  0.072  0.037  6.255  5.290
 58 144 -0.178  -1334.875   0.0 -20.2 -44.05 -13.78  5.367 -0.192 -0.143  0.071  0.041  6.300  5.307
 60  62  0.411   -974.632 -13.1   0.3  -5.32  -2.63  4.905  0.404  0.419  0.212  0.236  4.776  4.839
 60  64  0.401  -1000.126 -12.5  -0.5  -6.56  -4.44  4.912  0.394  0.408  0.171  0.199  4.810  4.846
 60  66  0.386  -1024.368 -11.8  -1.2  -6.95  -6.60  4.917  0.379  0.393  0.127  0.160  4.841  4.852
 60  68  0.366  -1047.340 -11.2  -1.9  -7.45  -9.13  4.922  0.361  0.372  0.080  0.114  4.873  4.857
 60  70  0.331  -1069.163 -10.6  -2.6  -7.26 -11.14  4.920  0.327  0.335  0.031  0.062  4.896  4.855
 60  72  0.270  -1090.111 -10.4  -3.1  -8.85 -11.67  4.911  0.265  0.276  0.009  0.031  4.910  4.845
 60  74  0.222  -1110.462 -10.0  -3.5  -9.14 -12.38  4.908  0.215  0.231 -0.006  0.008  4.929  4.842
 60  76  0.175  -1130.180  -9.8  -4.0  -9.50 -13.48  4.907  0.167  0.186 -0.016 -0.007  4.952  4.841
 60  78  0.093  -1149.644  -9.9  -4.6 -10.48 -14.78  4.903  0.087  0.099 -0.009 -0.006  4.972  4.837
 60  80 -0.004  -1169.827  -9.9  -5.1  -7.86 -13.56  4.905 -0.004 -0.004  0.000  0.000  4.996  4.839
 60  82 -0.002  -1189.189 -10.9  -5.7   0.00 -13.14  4.911 -0.002 -0.002  0.000  0.000  5.023  4.846
 60  84 -0.008  -1200.666  -5.7  -6.4  -7.77 -12.93  4.936 -0.008 -0.009  0.000  0.000  5.070  4.871
 60  86  0.125  -1212.125  -6.1  -7.2  -8.19 -13.58  4.968  0.125  0.125  0.067  0.051  5.125  4.903
 60  88  0.193  -1224.313  -6.1  -7.9  -8.66 -13.36  5.000  0.192  0.195  0.093  0.076  5.179  4.935
 60  90  0.248  -1236.152  -5.9  -8.7 -11.39 -11.50  5.034  0.246  0.251  0.123  0.110  5.232  4.970
 60  92  0.326  -1247.968  -5.8  -9.6 -10.35  -7.60  5.080  0.323  0.329  0.215  0.198  5.295  5.017
 60  94  0.341  -1259.127  -5.4 -10.3 -11.41  -7.32  5.102  0.340  0.342  0.207  0.197  5.338  5.039
 60  96  0.350  -1269.533  -5.0 -10.9 -12.02  -7.63  5.122  0.351  0.348  0.187  0.184  5.379  5.059
 60  98  0.359  -1279.243  -4.7 -11.5 -11.53  -8.14  5.141  0.362  0.355  0.167  0.172  5.420  5.079
 60 100  0.365  -1288.157  -4.2 -12.1 -11.17  -8.92  5.160  0.369  0.359  0.146  0.159  5.460  5.098
 60 102  0.361  -1296.191  -3.8 -12.6 -13.90 -10.05  5.175  0.366  0.354  0.122  0.140  5.498  5.113
 60 104  0.346  -1303.619  -3.6 -13.0 -16.51 -11.33  5.185  0.350  0.338  0.088  0.112  5.530  5.123
 60 106  0.324  -1310.632  -3.4 -13.4 -17.86 -12.38  5.192  0.328  0.317  0.048  0.079  5.560  5.130
 60 108  0.303  -1317.261  -3.2 -13.8 -18.50 -13.02  5.200  0.306  0.297  0.015  0.051  5.590  5.138
 60 110  0.281  -1323.477  -3.0 -14.1 -19.39 -13.41  5.207  0.283  0.277 -0.009  0.029  5.620  5.146
 60 112  0.250  -1329.318  -2.9 -14.4 -21.32 -13.77  5.212  0.250  0.250 -0.019  0.015  5.646  5.150
 60 114 -0.163  -1335.172  -2.9 -14.7 -24.01 -14.87  5.204 -0.166 -0.158 -0.007  0.016  5.664  5.142
 60 116 -0.124  -1340.954  -2.9 -14.9 -24.97 -14.44  5.209 -0.126 -0.122 -0.015  0.005  5.691  5.147
 60 118  0.000  -1346.750  -3.0 -15.0 -27.96 -13.51  5.210  0.000  0.000  0.000  0.000  5.716  5.148
 60 120  0.000  -1352.583  -2.8 -15.4 -24.03 -13.31  5.224  0.000  0.000  0.000  0.000  5.745  5.162
 60 122  0.000  -1358.045  -2.6 -15.9 -18.84 -13.10  5.238  0.000  0.000  0.000  0.000  5.773  5.177
 60 124  0.000  -1363.073  -2.4 -16.3 -11.70 -12.80  5.252  0.000  0.000  0.000  0.000  5.799  5.191
 60 126  0.000  -1367.500  -1.3 -16.8  -0.01 -12.53  5.267  0.000  0.000  0.000  0.000  5.822  5.205
 60 128  0.000  -1368.633  -0.5 -17.0 -12.50 -12.91  5.280  0.000  0.000  0.000  0.000  5.878  5.219
 60 130  0.000  -1369.523  -0.4 -17.2 -21.07 -13.19  5.292  0.000  0.000  0.000  0.000  5.930  5.231
 60 132  0.000  -1370.275  -0.4 -17.5 -27.99 -13.45  5.304  0.000  0.000  0.000  0.000  5.981  5.243
 60 134  0.097  -1370.963  -0.4 -17.9 -30.66 -13.74  5.322  0.107  0.074  0.048  0.021  6.033  5.262
 60 136  0.142  -1371.811  -0.4 -18.3 -32.39 -14.58  5.344  0.156  0.112  0.060  0.032  6.081  5.283
 60 138  0.168  -1372.602  -0.4 -18.6 -34.81 -15.41  5.363  0.181  0.136  0.050  0.033  6.128  5.303
 60 140  0.184  -1373.270  -0.3 -18.9 -37.39 -16.02  5.381  0.198  0.152  0.033  0.030  6.173  5.321
 60 142 -0.203  -1373.979  -0.3 -19.2 -38.68 -14.94  5.403 -0.214 -0.177  0.105  0.061  6.229  5.343
 60 144 -0.217  -1374.575  -0.3 -19.5 -39.81 -14.89  5.423 -0.228 -0.191  0.105  0.067  6.272  5.363
 60 146 -0.226  -1374.990  -0.2 -19.8 -41.02 -14.97  5.440 -0.237 -0.200  0.098  0.069  6.314  5.381
 60 148 -0.229  -1375.208  -0.1 -20.0 -42.48 -15.22  5.455 -0.239 -0.203  0.086  0.068  6.354  5.396
 60 150 -0.228  -1375.228   0.0 -20.3 -44.16 -15.58  5.469 -0.238 -0.203  0.072  0.064  6.393  5.410
 62  66  0.387  -1025.445 -12.6   0.0  -6.42  -7.39  4.959  0.379  0.395  0.112  0.138  4.854  4.894
 62  68  0.370  -1050.024 -12.0  -0.8  -6.90  -9.10  4.964  0.363  0.378  0.069  0.099  4.885  4.899
 62  70  0.353  -1073.352 -11.3  -1.6  -5.72 -10.56  4.969  0.347  0.360  0.031  0.062  4.915  4.904
 62  72  0.298  -1095.308 -10.8  -2.2  -8.11 -11.31  4.961  0.290  0.308  0.016  0.041  4.928  4.896
 62  74  0.244  -1116.577 -10.5  -2.6  -8.45 -13.14  4.953  0.234  0.256 -0.004  0.013  4.942  4.888
 62  76  0.190  -1137.271 -10.3  -3.1  -8.60 -15.23  4.949  0.180  0.203 -0.018 -0.009  4.962  4.884
 62  78 -0.124  -1157.941 -10.3  -3.8  -8.65 -16.13  4.945 -0.119 -0.130 -0.010  0.002  4.982  4.880
 62  80 -0.006  -1179.051 -10.5  -4.2  -7.79 -17.29  4.941 -0.006 -0.007  0.000  0.000  5.001  4.876
 62  82 -0.002  -1199.690 -11.5  -4.8   0.00 -17.14  4.947 -0.002 -0.002  0.000  0.000  5.028  4.882
 62  84  0.000  -1212.276  -6.3  -5.4  -7.73 -17.20  4.972  0.000  0.000  0.000  0.000  5.075  4.907
 62  86  0.140  -1225.555  -6.8  -6.3  -7.13 -15.33  5.007  0.137  0.145  0.076  0.064  5.130  4.942
 62  88  0.204  -1239.191  -6.8  -7.0  -8.15 -13.96  5.039  0.199  0.210  0.102  0.090  5.183  4.976
 62  90  0.283  -1252.605  -6.8  -7.7 -10.82  -9.32  5.082  0.276  0.292  0.159  0.147  5.243  5.018
 62  92  0.325  -1265.864  -6.5  -8.3 -10.64  -7.32  5.114  0.321  0.332  0.196  0.180  5.295  5.051
 62  94  0.339  -1278.318  -6.0  -9.0 -11.35  -7.13  5.135  0.337  0.343  0.188  0.177  5.336  5.073
 62  96  0.350  -1290.003  -5.7  -9.6 -11.52  -7.23  5.155  0.349  0.351  0.171  0.167  5.376  5.093
 62  98  0.359  -1300.951  -5.3 -10.2 -10.62  -7.48  5.174  0.360  0.358  0.153  0.157  5.416  5.112
 62 100  0.365  -1311.036  -4.8 -10.9  -9.91  -7.91  5.192  0.367  0.362  0.132  0.144  5.455  5.130
 62 102  0.362  -1320.148  -4.4 -11.4 -12.25  -8.55  5.208  0.365  0.359  0.109  0.127  5.491  5.146
 62 104  0.352  -1328.562  -4.1 -11.9 -14.61  -9.38  5.220  0.354  0.349  0.083  0.107  5.525  5.158
 62 106  0.338  -1336.458  -3.8 -12.4 -15.94 -10.39  5.231  0.340  0.336  0.054  0.085  5.557  5.169
 62 108  0.323  -1343.871  -3.6 -12.8 -16.66 -11.56  5.241  0.324  0.321  0.026  0.062  5.588  5.179
 62 110  0.305  -1350.801  -3.3 -13.2 -17.19 -12.80  5.249  0.305  0.305  0.000  0.041  5.619  5.188
 62 112  0.281  -1357.249  -3.1 -13.6 -18.49 -13.99  5.255  0.279  0.283 -0.017  0.022  5.646  5.194
 62 114 -0.186  -1363.642  -3.3 -13.8 -21.68 -15.65  5.241 -0.188 -0.183 -0.002  0.022  5.659  5.180
 62 116 -0.158  -1370.013  -3.1 -14.1 -22.09 -16.11  5.248 -0.159 -0.158 -0.013  0.011  5.684  5.186
 62 118 -0.121  -1376.224  -3.1 -14.4 -22.09 -16.72  5.252 -0.120 -0.123 -0.018  0.002  5.709  5.191
 62 120  0.051  -1382.492  -3.2 -14.6 -22.52 -17.91  5.254  0.048  0.056 -0.003 -0.001  5.734  5.193
 62 122  0.000  -1388.834  -3.1 -15.0 -18.44 -18.22  5.265  0.000  0.000  0.000  0.000  5.760  5.204
 62 124  0.000  -1394.762  -2.8 -15.4 -11.27 -18.18  5.279  0.000  0.000  0.000  0.000  5.787  5.218
 62 126  0.000  -1400.117  -1.7 -15.9  -0.01 -18.11  5.292  0.000  0.000  0.000  0.000  5.811  5.232
 62 128  0.000  -1401.726  -0.7 -16.1 -11.89 -18.33  5.306  0.000  0.000  0.000  0.000  5.862  5.246
 62 130  0.000  -1403.107  -0.7 -16.4 -20.41 -18.52  5.320  0.000  0.000  0.000  0.000  5.912  5.259
 62 132  0.095  -1404.398  -0.8 -16.8 -24.05 -17.59  5.340  0.102  0.081  0.057  0.027  5.963  5.280
 62 134  0.146  -1406.021  -0.8 -17.2 -25.83 -16.97  5.365  0.156  0.125  0.084  0.046  6.013  5.305
 62 136  0.173  -1407.592  -0.8 -17.5 -28.58 -17.12  5.387  0.184  0.150  0.081  0.051  6.059  5.327
 62 138  0.194  -1409.009  -0.7 -17.8 -31.46 -17.50  5.407  0.205  0.169  0.068  0.050  6.105  5.347
 62 140  0.211  -1410.247  -0.6 -18.2 -34.32 -17.89  5.427  0.222  0.186  0.054  0.049  6.149  5.367
 62 142 -0.221  -1411.599  -0.7 -18.4 -36.33 -15.66  5.447 -0.229 -0.203  0.117  0.072  6.206  5.387
 62 144 -0.233  -1412.792  -0.6 -18.7 -37.26 -15.58  5.466 -0.241 -0.214  0.115  0.075  6.248  5.407
 62 146 -0.240  -1413.772  -0.4 -19.0 -38.25 -15.68  5.483 -0.248 -0.220  0.108  0.076  6.288  5.425
 62 148 -0.243  -1414.526  -0.3 -19.3 -39.38 -15.90  5.499 -0.252 -0.223  0.097  0.074  6.326  5.440
 62 150 -0.243  -1415.052  -0.2 -19.5 -40.79 -16.23  5.513 -0.252 -0.224  0.083  0.071  6.364  5.454
 62 152 -0.241  -1415.356  -0.1 -19.8 -42.45 -16.60  5.525 -0.249 -0.222  0.068  0.066  6.401  5.467
 62 154 -0.236  -1415.454   0.0 -20.0 -44.29 -17.01  5.537 -0.244 -0.218  0.052  0.061  6.438  5.479
 64  68  0.367  -1050.564 -12.9   0.2  -6.11  -8.83  5.003  0.359  0.376  0.048  0.068  4.896  4.939
 64  70  0.356  -1075.556 -12.0  -0.6  -3.20 -10.04  5.009  0.349  0.363  0.009  0.034  4.926  4.945
 64  72  0.386  -1098.675 -11.3  -1.2  -7.50  -8.46  5.038  0.382  0.390  0.070  0.085  4.980  4.974
 64  74  0.264  -1120.908 -11.0  -1.7  -8.36 -12.44  4.998  0.251  0.278 -0.004  0.012  4.957  4.934
 64  76 -0.182  -1142.697 -11.1  -2.4 -10.88 -14.92  4.988 -0.174 -0.191  0.003  0.018  4.973  4.923
 64  78 -0.145  -1164.588 -10.8  -2.9  -7.74 -16.46  4.986 -0.138 -0.154 -0.010  0.004  4.993  4.921
 64  80  0.000  -1186.270 -11.2  -3.3  -7.74 -20.10  4.977  0.000  0.000  0.000  0.000  5.008  4.913
 64  82 -0.002  -1208.351 -12.1  -3.9   0.00 -20.05  4.982 -0.002 -0.002  0.000  0.000  5.032  4.917
 64  84  0.000  -1222.224  -6.9  -4.5  -7.61 -20.21  5.006  0.000  0.000  0.000  0.000  5.079  4.942
 64  86  0.152  -1237.099  -7.6  -5.3  -6.53 -16.14  5.044  0.145  0.160  0.079  0.071  5.135  4.980
 64  88  0.207  -1252.128  -7.4  -6.0  -8.02 -14.01  5.075  0.200  0.215  0.103  0.094  5.186  5.011
 64  90  0.268  -1266.766  -7.3  -6.5 -10.67 -11.03  5.110  0.262  0.278  0.141  0.129  5.240  5.047
 64  92  0.320  -1281.187  -7.1  -7.1 -11.30  -8.53  5.145  0.315  0.328  0.173  0.157  5.294  5.083
 64  94  0.339  -1294.932  -6.7  -7.7 -11.65  -7.51  5.169  0.335  0.345  0.169  0.156  5.336  5.106
 64  96  0.351  -1307.921  -6.3  -8.3 -11.36  -6.84  5.188  0.348  0.355  0.154  0.148  5.376  5.126
 64  98  0.360  -1320.143  -5.9  -8.9 -10.11  -6.45  5.207  0.358  0.362  0.137  0.138  5.414  5.145
 64 100  0.364  -1331.458  -5.4  -9.5  -9.17  -6.39  5.224  0.364  0.365  0.116  0.125  5.451  5.162
 64 102  0.362  -1341.754  -4.9 -10.1 -10.59  -6.70  5.239  0.363  0.362  0.092  0.108  5.486  5.178
 64 104  0.353  -1351.244  -4.6 -10.7 -12.61  -7.75  5.252  0.353  0.353  0.067  0.090  5.518  5.191
 64 106  0.340  -1360.128  -4.3 -11.3 -13.85  -9.18  5.263  0.340  0.341  0.041  0.070  5.550  5.202
 64 108  0.327  -1368.455  -4.0 -11.8 -14.68 -10.69  5.273  0.326  0.329  0.014  0.050  5.582  5.212
 64 110  0.313  -1376.246  -3.8 -12.2 -14.96 -12.17  5.283  0.311  0.316 -0.011  0.030  5.614  5.222
 64 112  0.297  -1383.464  -3.5 -12.7 -15.84 -13.43  5.292  0.294  0.301 -0.025  0.016  5.644  5.231
 64 114 -0.198  -1390.392  -3.6 -12.9 -19.92 -15.53  5.274 -0.199 -0.197 -0.002  0.020  5.653  5.213
 64 116 -0.178  -1397.470  -3.5 -13.3 -20.05 -16.21  5.282 -0.178 -0.179 -0.011  0.013  5.679  5.221
 64 118 -0.148  -1404.264  -3.4 -13.6 -19.88 -17.43  5.287 -0.146 -0.152 -0.019  0.004  5.703  5.226
 64 120 -0.104  -1410.962  -3.4 -13.9 -18.98 -19.29  5.291 -0.101 -0.110 -0.019 -0.003  5.726  5.230
 64 122  0.000  -1417.925  -3.5 -14.1 -18.09 -21.78  5.292  0.000  0.000  0.000  0.000  5.749  5.231
 64 124  0.000  -1424.761  -3.3 -14.6 -10.90 -21.82  5.305  0.000  0.000  0.000  0.000  5.776  5.244
 64 126  0.000  -1431.051  -2.1 -15.1  -0.01 -21.84  5.317  0.000  0.000  0.000  0.000  5.800  5.257
 64 128  0.000  -1433.171  -1.0 -15.3 -11.41 -22.04  5.333  0.000  0.000  0.000  0.000  5.848  5.272
 64 130  0.000  -1435.077  -0.9 -15.6 -19.83 -22.20  5.347  0.000  0.000  0.000  0.000  5.895  5.287
 64 132  0.128  -1437.185  -1.2 -16.0 -20.61 -19.38  5.378  0.133  0.118  0.085  0.047  5.949  5.318
 64 134  0.168  -1439.609  -1.2 -16.4 -23.05 -18.20  5.404  0.174  0.154  0.100  0.062  5.996  5.344
 64 136  0.193  -1441.893  -1.1 -16.8 -26.09 -17.84  5.427  0.201  0.178  0.096  0.067  6.042  5.367
 64 138  0.215  -1443.974  -1.0 -17.1 -29.14 -17.78  5.449  0.223  0.199  0.088  0.069  6.086  5.390
 64 140  0.243  -1445.863  -0.9 -17.5 -31.98 -17.51  5.475  0.250  0.226  0.089  0.078  6.132  5.416
 64 142  0.333  -1447.694  -0.9 -17.8 -33.24 -15.07  5.533  0.338  0.320  0.148  0.130  6.201  5.475
 64 144  0.356  -1449.416  -0.8 -18.1 -34.20 -14.79  5.560  0.362  0.342  0.155  0.140  6.248  5.502
 64 146 -0.243  -1450.947  -0.7 -18.2 -36.64 -16.67  5.517 -0.250 -0.227  0.105  0.072  6.263  5.459
 64 148 -0.246  -1452.266  -0.6 -18.5 -37.48 -16.83  5.533 -0.253 -0.230  0.095  0.070  6.300  5.475
 64 150 -0.248  -1453.338  -0.5 -18.8 -38.54 -17.03  5.548 -0.255 -0.231  0.083  0.066  6.337  5.490
 64 152 -0.247  -1454.168  -0.4 -19.0 -39.87 -17.28  5.561 -0.253 -0.230  0.069  0.062  6.373  5.503
 64 154 -0.243  -1454.766  -0.2 -19.3 -41.39 -17.55  5.573 -0.250 -0.228  0.054  0.058  6.408  5.516
 64 156 -0.238  -1455.150  -0.1 -19.5 -43.00 -17.85  5.585 -0.244 -0.224  0.039  0.052  6.443  5.527
 64 158 -0.232  -1455.333   0.0 -19.8 -44.66 -18.16  5.596 -0.237 -0.219  0.024  0.047  6.477  5.538
 66  70  0.356  -1075.811 -12.7   0.3  -0.25  -8.69  5.048  0.348  0.363 -0.015  0.001  4.937  4.984
 66  72  0.335  -1100.051 -11.9  -0.2  -7.59  -8.58  5.053  0.326  0.344  0.007  0.018  4.964  4.989
 66  74  0.277  -1123.411 -11.5  -0.8  -8.33 -10.94  5.040  0.264  0.292 -0.011  0.000  4.971  4.977
 66  76 -0.192  -1146.448 -11.7  -1.4 -10.62 -13.70  5.027 -0.184 -0.203  0.002  0.015  4.984  4.963
 66  78 -0.157  -1169.469 -11.4  -2.0  -7.41 -16.02  5.024 -0.148 -0.167 -0.011  0.002  5.002  4.960
 66  80  0.000  -1191.925 -11.8  -2.4  -7.64 -22.04  5.012  0.000  0.000  0.000  0.000  5.014  4.948
 66  82 -0.002  -1215.279 -12.7  -3.1   0.00 -22.04  5.016 -0.002 -0.002 -0.001  0.000  5.038  4.952
 66  84 -0.057  -1230.497  -7.8  -3.7  -6.12 -21.24  5.042 -0.052 -0.064  0.011  0.012  5.085  4.978
 66  86  0.156  -1246.783  -8.3  -4.4  -6.32 -16.58  5.078  0.147  0.166  0.076  0.068  5.139  5.015
 66  88  0.204  -1263.093  -8.0  -5.0  -8.09 -14.07  5.107  0.197  0.214  0.096  0.086  5.189  5.044
