
   The included below is "mass table" calculated with the DD-ME$\delta$ covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1686
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 78 100  0.314  -1407.063  -9.7  -1.8  -7.93 -11.40  5.416  0.311  0.318  0.082  0.077  5.405  5.357
 78 102  0.318  -1426.137  -9.4  -2.3  -6.28 -10.60  5.433  0.315  0.323  0.059  0.057  5.433  5.374
 78 104  0.323  -1444.438  -8.8  -2.8  -2.77  -9.77  5.450  0.320  0.328  0.037  0.038  5.462  5.391
 78 106  0.311  -1461.223  -8.2  -3.4  -4.39  -9.68  5.458  0.307  0.315  0.010  0.016  5.483  5.399
 78 108  0.299  -1477.042  -7.7  -3.9  -4.89  -9.80  5.468  0.296  0.304 -0.018 -0.007  5.505  5.409
 78 110  0.279  -1491.921  -7.3  -4.4  -6.26 -10.78  5.473  0.276  0.283 -0.039 -0.026  5.524  5.414
 78 112  0.222  -1506.460  -7.3  -4.9  -7.29 -12.68  5.457  0.222  0.222 -0.047 -0.036  5.523  5.398
 78 114  0.190  -1520.914  -7.1  -5.4  -6.50 -12.85  5.455  0.191  0.188 -0.059 -0.048  5.535  5.396
 78 116  0.154  -1535.041  -7.0  -6.0  -6.19 -12.20  5.451  0.156  0.151 -0.062 -0.052  5.545  5.392
 78 118  0.131  -1548.804  -6.5  -6.6  -2.17 -11.55  5.454  0.133  0.128 -0.066 -0.055  5.560  5.395
 78 120 -0.104  -1562.033  -6.6  -7.6  -8.61 -11.89  5.455 -0.105 -0.103 -0.028 -0.025  5.577  5.396
 78 122 -0.075  -1575.245  -6.6  -8.1  -6.24 -12.78  5.460 -0.075 -0.075 -0.029 -0.025  5.594  5.401
 78 124 -0.001  -1588.275  -6.5  -8.7  -5.02 -15.50  5.464 -0.001 -0.001  0.000  0.000  5.612  5.405
 78 126  0.000  -1601.010  -6.8  -9.1   0.00 -15.89  5.471  0.000  0.000  0.000  0.000  5.633  5.413
 78 128  0.001  -1608.037  -3.5  -9.6  -6.03 -16.21  5.493  0.001  0.001  0.000  0.000  5.664  5.434
 78 130  0.005  -1614.881  -3.4 -10.1 -10.12 -16.53  5.513  0.005  0.005  0.000  0.000  5.694  5.455
 78 132  0.035  -1621.563  -3.3 -10.5 -11.69 -16.63  5.534  0.034  0.035  0.004  0.002  5.724  5.476
 78 134  0.065  -1628.150  -3.2 -10.8 -11.70 -16.65  5.556  0.065  0.065  0.009  0.004  5.755  5.498
 78 136  0.099  -1634.445  -3.1 -11.1 -12.54 -17.12  5.575  0.101  0.096  0.023  0.012  5.790  5.517
 78 138  0.150  -1640.601  -3.1 -11.3 -12.86 -18.60  5.601  0.153  0.146  0.057  0.038  5.831  5.543
 78 140  0.227  -1647.194  -3.4 -11.6 -10.87 -18.50  5.645  0.227  0.226  0.128  0.103  5.883  5.588
 78 142  0.254  -1653.832  -3.3 -11.9 -10.50 -17.93  5.671  0.254  0.253  0.133  0.109  5.919  5.614
 78 144  0.272  -1660.251  -3.1 -12.3  -9.85 -17.25  5.694  0.273  0.272  0.126  0.105  5.952  5.638
 78 146  0.285  -1666.350  -2.9 -12.6  -8.62 -16.52  5.715  0.285  0.285  0.113  0.096  5.982  5.659
 78 148  0.294  -1671.985  -2.7 -13.0  -7.74 -15.80  5.735  0.294  0.295  0.096  0.083  6.011  5.679
 78 150  0.299  -1677.065  -2.4 -13.4  -6.87 -15.24  5.752  0.299  0.300  0.075  0.069  6.038  5.696
 78 152  0.297  -1681.430  -2.1 -13.8  -9.27 -14.88  5.766  0.297  0.298  0.050  0.051  6.065  5.710
 78 154  0.293  -1685.471  -2.0 -14.2 -10.45 -14.65  5.780  0.292  0.293  0.024  0.032  6.090  5.725
 78 156  0.288  -1689.307  -1.9 -14.5  -9.82 -14.57  5.794  0.287  0.288  0.000  0.015  6.114  5.738
 78 158  0.282  -1692.868  -1.7 -14.9  -8.00 -14.64  5.806  0.282  0.282 -0.023 -0.001  6.137  5.751
 78 160  0.273  -1695.952  -1.4 -15.3  -6.62 -14.92  5.816  0.273  0.274 -0.043 -0.017  6.159  5.761
 78 162  0.263  -1698.407  -1.1 -15.7  -7.03 -15.25  5.827  0.263  0.264 -0.063 -0.032  6.181  5.772
 78 164  0.251  -1700.309  -0.9 -16.0  -8.54 -15.85  5.835  0.250  0.253 -0.079 -0.043  6.207  5.780
 78 166  0.235  -1701.859  -0.7 -16.3  -9.48 -16.68  5.840  0.234  0.238 -0.093 -0.052  6.230  5.785
 78 168  0.208  -1703.154  -0.7 -16.6 -11.38 -18.20  5.838  0.207  0.209 -0.093 -0.054  6.245  5.783
 78 170  0.170  -1704.621  -0.8 -17.0 -12.36 -19.85  5.833  0.170  0.169 -0.081 -0.048  6.252  5.777
 78 172  0.144  -1706.183  -0.8 -17.4 -11.53 -20.47  5.833  0.145  0.143 -0.078 -0.048  6.268  5.778
 78 174 -0.126  -1707.753  -0.8 -17.9 -14.47 -20.28  5.829 -0.129 -0.120 -0.048 -0.029  6.293  5.774
 78 176 -0.107  -1709.231  -0.7 -18.2 -13.53 -20.81  5.835 -0.109 -0.102 -0.045 -0.027  6.311  5.780
 78 178 -0.074  -1710.707  -0.8 -18.6 -13.11 -21.78  5.839 -0.076 -0.070 -0.035 -0.020  6.329  5.784
 78 180  0.000  -1712.538  -0.9 -18.9 -13.59 -23.03  5.842  0.000  0.000  0.000  0.000  6.350  5.787
 78 182  0.000  -1714.354  -0.8 -19.2  -7.68 -23.21  5.850  0.000 -0.001  0.000  0.000  6.375  5.795
 78 184  0.000  -1715.930   0.3 -19.4   0.00 -23.36  5.858  0.000 -0.001  0.000  0.000  6.399  5.803
 80  92  0.000  -1327.920 -10.9   0.1  -2.53  -6.81  5.312  0.000  0.000  0.000  0.000  5.226  5.251
 80  94  0.000  -1348.822 -10.3  -0.5  -8.87  -6.86  5.322  0.000  0.000  0.000  0.000  5.253  5.262
 80  96  0.000  -1368.975 -10.0  -1.0 -12.67  -6.88  5.332  0.000  0.000  0.000  0.000  5.280  5.272
 80  98  0.287  -1388.639 -10.5  -0.3  -8.26 -11.90  5.419  0.286  0.289  0.097  0.089  5.379  5.359
 80 100  0.297  -1409.365 -10.2  -0.8  -7.47 -11.31  5.436  0.296  0.298  0.079  0.073  5.409  5.377
 80 102  0.306  -1429.484  -9.9  -1.3  -5.77 -10.90  5.455  0.304  0.308  0.057  0.055  5.439  5.396
 80 104  0.315  -1448.829  -9.3  -1.8  -2.27 -10.60  5.474  0.313  0.318  0.035  0.036  5.470  5.415
 80 106  0.302  -1466.680  -8.7  -2.3  -3.98 -10.06  5.481  0.300  0.305  0.008  0.013  5.490  5.423
 80 108  0.293  -1483.584  -8.2  -2.8  -4.23  -9.79  5.493  0.290  0.297 -0.019 -0.010  5.514  5.434
 80 110  0.270  -1499.481  -7.8  -3.4  -6.20 -10.46  5.496  0.268  0.274 -0.035 -0.022  5.530  5.438
 80 112 -0.161  -1515.462  -8.1  -4.5 -11.61  -9.04  5.453 -0.164 -0.157 -0.015 -0.016  5.508  5.394
 80 114 -0.153  -1531.408  -7.8  -5.0 -10.40  -8.69  5.461 -0.156 -0.149 -0.024 -0.023  5.529  5.402
 80 116 -0.143  -1546.782  -7.5  -5.5  -9.24  -8.28  5.469 -0.146 -0.139 -0.025 -0.024  5.548  5.410
 80 118 -0.127  -1561.612  -7.3  -6.0  -8.26  -7.45  5.474 -0.129 -0.123 -0.022 -0.022  5.565  5.415
 80 120 -0.091  -1576.057  -7.2  -6.4  -8.19  -6.05  5.476 -0.093 -0.089 -0.022 -0.020  5.579  5.417
 80 122  0.003  -1590.593  -7.2  -7.3  -7.93  -7.99  5.477  0.003  0.002  0.000  0.000  5.593  5.418
 80 124  0.001  -1604.746  -6.9  -7.8  -4.40  -8.78  5.485  0.001  0.001  0.000  0.000  5.614  5.426
 80 126  0.000  -1618.301  -7.2  -8.2   0.00  -9.31  5.492  0.000  0.000  0.000  0.000  5.636  5.434
 80 128  0.001  -1626.220  -3.9  -8.7  -5.60  -9.65  5.513  0.001  0.001  0.000  0.000  5.666  5.455
 80 130  0.002  -1633.953  -3.9  -9.1  -9.36 -10.04  5.533  0.002  0.002  0.000  0.000  5.695  5.475
 80 132  0.005  -1641.498  -3.8  -9.6 -11.66 -10.51  5.553  0.005  0.005  0.000  0.000  5.724  5.495
 80 134  0.008  -1648.879  -3.6 -10.0 -12.65 -11.03  5.573  0.008  0.008  0.000  0.000  5.752  5.515
 80 136  0.004  -1656.021  -3.5 -10.5 -12.62 -11.59  5.592  0.004  0.004  0.000  0.000  5.779  5.534
 80 138  0.003  -1662.796  -3.3 -10.9 -12.62 -12.09  5.609  0.003  0.003  0.000  0.000  5.806  5.552
 80 140  0.210  -1669.182  -3.7 -10.7 -10.44 -16.80  5.661  0.212  0.206  0.119  0.095  5.879  5.604
 80 142  0.238  -1676.496  -3.6 -11.0  -9.73 -16.69  5.687  0.240  0.235  0.127  0.103  5.915  5.631
 80 144  0.259  -1683.604  -3.5 -11.4  -8.87 -16.42  5.711  0.260  0.256  0.122  0.101  5.948  5.654
 80 146  0.274  -1690.416  -3.3 -11.7  -7.48 -16.12  5.732  0.275  0.271  0.112  0.093  5.978  5.676
 80 148  0.284  -1696.767  -3.1 -12.0  -6.71 -15.79  5.751  0.285  0.282  0.095  0.081  6.007  5.695
 80 150  0.289  -1702.582  -2.7 -12.4  -5.89 -15.43  5.768  0.290  0.287  0.074  0.066  6.034  5.713
 80 152  0.285  -1707.709  -2.5 -12.8  -8.29 -14.89  5.783  0.286  0.283  0.049  0.047  6.058  5.727
 80 154  0.281  -1712.545  -2.4 -13.2  -9.21 -14.38  5.797  0.282  0.280  0.023  0.028  6.083  5.742
 80 156  0.279  -1717.177  -2.3 -13.5  -8.46 -13.95  5.812  0.279  0.277 -0.001  0.010  6.108  5.757
 80 158  0.276  -1721.515  -2.1 -13.9  -6.71 -13.66  5.826  0.276  0.275 -0.023 -0.006  6.133  5.770
 80 160  0.268  -1725.367  -1.8 -14.3  -5.38 -13.62  5.837  0.268  0.268 -0.044 -0.020  6.155  5.782
 80 162  0.260  -1728.601  -1.4 -14.7  -4.64 -13.64  5.850  0.260  0.261 -0.064 -0.036  6.177  5.795
 80 164  0.248  -1731.064  -1.2 -15.0  -7.06 -14.43  5.856  0.247  0.249 -0.078 -0.044  6.202  5.802
 80 166  0.230  -1733.170  -1.0 -15.3  -8.72 -15.65  5.860  0.229  0.232 -0.088 -0.051  6.224  5.805
 80 168  0.191  -1735.207  -1.1 -15.8 -11.01 -18.11  5.853  0.192  0.190 -0.078 -0.045  6.229  5.798
 80 170 -0.154  -1737.571  -1.3 -16.3 -15.08 -16.35  5.837 -0.158 -0.147 -0.029 -0.019  6.245  5.782
 80 172 -0.140  -1740.028  -1.2 -16.7 -14.26 -16.34  5.844 -0.143 -0.132 -0.039 -0.025  6.264  5.789
 80 174 -0.125  -1742.355  -1.1 -17.0 -12.87 -16.57  5.851 -0.129 -0.119 -0.042 -0.027  6.282  5.796
 80 176 -0.108  -1744.544  -1.1 -17.3 -11.21 -17.07  5.858 -0.111 -0.101 -0.040 -0.025  6.300  5.803
 80 178 -0.070  -1746.679  -1.2 -17.7 -11.56 -18.00  5.859 -0.072 -0.064 -0.029 -0.017  6.317  5.804
 80 180  0.001  -1749.186  -1.2 -18.0 -11.92 -18.19  5.861  0.001  0.000  0.000  0.000  6.338  5.806
 80 182  0.000  -1751.589  -1.1 -18.3  -6.66 -18.33  5.868  0.000  0.000  0.000  0.000  6.363  5.814
 80 184  0.000  -1753.748   0.1 -18.5   0.00 -18.43  5.875  0.000  0.000  0.000  0.000  6.389  5.821
 82  96  0.000  -1369.616 -10.5   0.9 -11.87   0.00  5.354  0.000  0.000  0.000  0.000  5.287  5.294
 82  98  0.000  -1390.202 -10.2   0.4 -14.38   0.00  5.364  0.000  0.000  0.000  0.000  5.312  5.304
 82 100  0.001  -1410.229  -9.9  -0.1 -16.50   0.00  5.375  0.001  0.001  0.000  0.000  5.337  5.315
 82 102  0.296  -1430.836 -10.4  -0.3  -5.30 -12.17  5.479  0.296  0.297  0.059  0.057  5.447  5.420
 82 104  0.311  -1451.206  -9.8  -0.8  -1.54 -11.94  5.501  0.310  0.313  0.036  0.037  5.480  5.442
 82 106  0.295  -1470.056  -9.2  -1.3  -3.69 -11.10  5.506  0.293  0.296  0.008  0.012  5.498  5.447
 82 108  0.284  -1488.038  -8.7  -1.8  -3.82 -10.26  5.516  0.282  0.286 -0.020 -0.012  5.521  5.457
 82 110 -0.171  -1505.772  -8.8  -2.8 -11.60  -4.23  5.471 -0.174 -0.168  0.001 -0.003  5.497  5.413
 82 112 -0.165  -1523.205  -8.6  -3.3 -10.92  -4.47  5.481 -0.167 -0.161 -0.011 -0.012  5.518  5.422
 82 114 -0.158  -1540.114  -8.3  -3.8  -9.78  -4.70  5.491 -0.160 -0.155 -0.019 -0.018  5.539  5.432
 82 116 -0.151  -1556.461  -8.0  -4.3  -8.40  -4.83  5.499 -0.153 -0.149 -0.021 -0.019  5.559  5.441
 82 118 -0.141  -1572.241  -7.7  -4.7  -6.54  -4.97  5.507 -0.142 -0.139 -0.018 -0.016  5.578  5.449
 82 120  0.000  -1587.948  -8.0  -5.2 -11.62  -2.29  5.485  0.000  0.000  0.000  0.000  5.575  5.427
 82 122  0.001  -1603.732  -7.7  -5.7  -8.01  -1.80  5.494  0.001  0.001  0.000  0.000  5.596  5.436
 82 124  0.001  -1618.968  -7.5  -6.1  -4.04  -0.99  5.502  0.001  0.001  0.000  0.000  5.616  5.443
 82 126  0.000  -1633.500  -7.6  -6.6   0.00  -0.37  5.509  0.000  0.000  0.000  0.000  5.637  5.451
 82 128  0.000  -1642.239  -4.4  -7.1  -5.23  -1.91  5.531  0.000  0.000  0.000  0.000  5.668  5.472
 82 130  0.001  -1650.816  -4.3  -7.7  -8.71  -3.51  5.551  0.001  0.001  0.000  0.000  5.697  5.494
 82 132  0.002  -1659.221  -4.2  -8.2 -10.75  -5.04  5.572  0.002  0.002  0.000  0.000  5.726  5.514
 82 134  0.002  -1667.486  -4.1  -8.7 -11.40  -6.50  5.592  0.002  0.002  0.000  0.000  5.754  5.535
 82 136  0.002  -1675.530  -3.9  -9.2 -10.75  -7.86  5.612  0.002  0.002  0.000  0.000  5.781  5.555
 82 138 -0.001  -1683.185  -3.7  -9.6  -9.98  -8.92  5.630 -0.001 -0.001  0.000  0.000  5.808  5.573
 82 140  0.002  -1690.214  -3.4 -10.0 -12.45  -9.18  5.644  0.002  0.002  0.000  0.000  5.835  5.587
 82 142  0.221  -1697.432  -3.9 -10.2  -9.18 -14.69  5.702  0.225  0.215  0.120  0.097  5.911  5.646
 82 144  0.243  -1705.171  -3.8 -10.5  -8.09 -15.20  5.726  0.247  0.237  0.119  0.098  5.944  5.670
 82 146  0.261  -1712.633  -3.6 -10.8  -6.64 -15.67  5.748  0.264  0.255  0.112  0.093  5.975  5.692
 82 148  0.273  -1719.657  -3.4 -11.1  -5.97 -15.86  5.768  0.276  0.268  0.096  0.082  6.004  5.712
 82 150  0.278  -1726.186  -3.1 -11.5  -5.28 -15.67  5.785  0.281  0.274  0.075  0.066  6.030  5.729
 82 152  0.272  -1732.091  -2.9 -11.9  -7.32 -14.96  5.798  0.274  0.267  0.050  0.045  6.053  5.742
 82 154  0.268  -1737.702  -2.8 -12.2  -7.96 -14.31  5.813  0.270  0.264  0.025  0.026  6.077  5.757
 82 156  0.268  -1743.074  -2.6 -12.6  -7.33 -13.74  5.828  0.270  0.264  0.001  0.008  6.103  5.773
 82 158  0.266  -1748.135  -2.4 -12.9  -5.93 -13.29  5.841  0.268  0.263 -0.022 -0.007  6.128  5.786
 82 160  0.260  -1752.748  -2.2 -13.3  -4.69 -12.99  5.853  0.261  0.257 -0.042 -0.022  6.150  5.798
 82 162  0.253  -1756.806  -1.8 -13.7  -2.74 -12.71  5.866  0.254  0.251 -0.063 -0.038  6.171  5.812
 82 164  0.239  -1759.869  -1.5 -14.0  -6.30 -13.47  5.873  0.239  0.238 -0.074 -0.044  6.195  5.818
 82 166  0.211  -1762.666  -1.5 -14.5  -9.14 -15.26  5.872  0.212  0.209 -0.073 -0.043  6.209  5.817
 82 168 -0.167  -1765.815  -1.7 -15.1 -13.37 -11.92  5.852 -0.171 -0.158 -0.013 -0.012  6.218  5.797
 82 170 -0.154  -1769.078  -1.6 -15.4 -13.71 -12.06  5.860 -0.158 -0.146 -0.023 -0.017  6.238  5.805
 82 172 -0.140  -1772.194  -1.5 -15.7 -13.05 -12.36  5.867 -0.144 -0.133 -0.031 -0.022  6.257  5.813
 82 174 -0.127  -1775.189  -1.5 -16.1 -11.54 -13.02  5.875 -0.130 -0.120 -0.035 -0.023  6.275  5.820
 82 176 -0.110  -1778.066  -1.4 -16.4  -9.23 -14.13  5.881 -0.113 -0.102 -0.035 -0.021  6.292  5.826
 82 178 -0.061  -1780.838  -1.5 -16.7 -10.61 -15.54  5.878 -0.064 -0.054 -0.021 -0.012  6.307  5.824
 82 180  0.001  -1783.989  -1.5 -17.0 -10.40 -14.96  5.881  0.001  0.001  0.000  0.000  6.329  5.826
 82 182  0.000  -1786.965  -1.4 -17.3  -5.78 -14.89  5.888  0.000  0.000  0.000  0.000  6.354  5.833
 82 184  0.000  -1789.690  -0.2 -17.5   0.00 -14.77  5.894  0.000  0.000  0.000  0.000  6.380  5.840
 84 104  0.310  -1451.781 -10.3   0.0  -0.67 -12.98  5.529  0.309  0.312  0.039  0.042  5.491  5.471
 84 106  0.287  -1471.545  -9.7  -0.4  -3.54 -12.07  5.529  0.287  0.287  0.010  0.016  5.506  5.471
 84 108 -0.186  -1490.808  -9.6  -0.8 -10.27  -3.81  5.497 -0.188 -0.184  0.012  0.004  5.492  5.439
 84 110 -0.177  -1509.807  -9.4  -1.3 -10.43  -3.14  5.506 -0.179 -0.175 -0.005 -0.010  5.513  5.448
 84 112 -0.170  -1528.305  -9.1  -1.8  -9.65  -2.79  5.516 -0.171 -0.168 -0.018 -0.021  5.534  5.457
 84 114 -0.164  -1546.236  -8.8  -2.4  -8.54  -2.79  5.525 -0.165 -0.163 -0.026 -0.026  5.555  5.467
 84 116 -0.157  -1563.555  -8.5  -2.9  -7.30  -3.13  5.533 -0.158 -0.157 -0.027 -0.026  5.574  5.475
 84 118 -0.148  -1580.272  -8.2  -3.4  -5.61  -4.05  5.541 -0.148 -0.147 -0.022 -0.022  5.592  5.483
 84 120  0.013  -1596.676  -8.5  -4.0  -9.86  -7.34  5.519  0.013  0.012  0.000  0.000  5.589  5.461
 84 122  0.004  -1613.380  -8.2  -4.4  -6.73  -7.26  5.528  0.004  0.004  0.000  0.000  5.609  5.470
 84 124  0.002  -1629.455  -7.9  -4.8  -3.39  -7.13  5.536  0.002  0.002  0.000  0.000  5.629  5.478
 84 126  0.000  -1644.755  -7.9  -5.1   0.00  -7.06  5.544  0.000  0.000  0.000  0.000  5.650  5.486
 84 128  0.001  -1654.693  -5.0  -5.8  -4.85  -7.41  5.564  0.001  0.001  0.000  0.000  5.679  5.506
 84 130  0.003  -1664.441  -4.9  -6.4  -7.95  -7.83  5.583  0.003  0.003  0.000  0.000  5.708  5.526
 84 132  0.016  -1673.998  -4.8  -7.0  -9.30  -8.28  5.603  0.016  0.016  0.001  0.001  5.736  5.545
 84 134  0.016  -1683.384  -4.6  -7.5  -9.57  -8.89  5.622  0.016  0.016  0.000  0.000  5.763  5.565
 84 136  0.003  -1692.527  -4.5  -8.1  -8.46  -9.60  5.641  0.003  0.003  0.000  0.000  5.789  5.584
 84 138 -0.001  -1701.238  -4.1  -8.6  -6.01 -10.31  5.659 -0.001 -0.001  0.000  0.000  5.815  5.602
 84 140  0.003  -1708.986  -3.8  -9.0 -10.09 -10.38  5.672  0.003  0.003  0.000  0.000  5.841  5.615
 84 142  0.202  -1716.653  -4.2  -9.3  -8.93 -11.73  5.717  0.208  0.193  0.113  0.092  5.907  5.661
 84 144  0.228  -1724.994  -4.1  -9.6  -7.57 -13.35  5.741  0.233  0.219  0.117  0.096  5.941  5.685
 84 146  0.249  -1733.077  -4.0  -9.9  -6.07 -14.81  5.765  0.254  0.241  0.113  0.095  5.974  5.709
 84 148  0.264  -1740.763  -3.7 -10.2  -5.42 -15.55  5.785  0.268  0.256  0.098  0.085  6.003  5.730
 84 150  0.268  -1747.991  -3.5 -10.6  -4.97 -15.52  5.801  0.272  0.261  0.077  0.068  6.028  5.746
 84 152  0.257  -1754.686  -3.3 -11.0  -6.34 -14.66  5.813  0.261  0.250  0.053  0.047  6.048  5.757
 84 154  0.255  -1761.029  -3.1 -11.3  -6.80 -14.09  5.827  0.259  0.247  0.028  0.027  6.072  5.772
 84 156  0.255  -1767.065  -3.0 -11.6  -6.51 -13.71  5.842  0.259  0.248  0.005  0.010  6.098  5.787
 84 158  0.253  -1772.780  -2.8 -12.0  -5.64 -13.46  5.854  0.257  0.247 -0.018 -0.005  6.123  5.800
 84 160  0.247  -1778.117  -2.6 -12.3  -4.45 -13.17  5.866  0.251  0.241 -0.039 -0.021  6.145  5.811
 84 162  0.241  -1782.982  -2.2 -12.7  -1.76 -12.93  5.879  0.244  0.236 -0.060 -0.038  6.166  5.825
 84 164  0.216  -1786.809  -2.0 -13.2  -6.66 -13.18  5.881  0.219  0.210 -0.059 -0.036  6.181  5.826
 84 166  0.184  -1790.750  -2.0 -13.8  -8.23 -14.05  5.879  0.187  0.176 -0.050 -0.029  6.192  5.825
 84 168 -0.165  -1794.663  -2.1 -13.9 -11.98  -8.23  5.876 -0.170 -0.157 -0.011 -0.013  6.215  5.822
 84 170 -0.154  -1798.615  -1.9 -14.3 -12.18  -8.62  5.885 -0.158 -0.146 -0.018 -0.016  6.234  5.830
 84 172 -0.141  -1802.399  -1.9 -14.7 -11.78  -9.46  5.892 -0.144 -0.134 -0.024 -0.019  6.252  5.838
 84 174 -0.125  -1806.079  -1.8 -15.0 -10.39 -10.90  5.899 -0.128 -0.118 -0.028 -0.019  6.270  5.844
 84 176 -0.105  -1809.686  -1.8 -15.4  -8.05 -12.66  5.903 -0.108 -0.097 -0.027 -0.017  6.286  5.848
 84 178 -0.060  -1813.165  -1.8 -15.8  -8.85 -14.04  5.901 -0.063 -0.053 -0.017 -0.009  6.302  5.846
 84 180  0.002  -1816.835  -1.8 -16.1  -8.92 -13.93  5.903  0.002  0.001  0.000  0.000  6.324  5.849
 84 182  0.000  -1820.352  -1.7 -16.3  -4.97 -13.76  5.910  0.000  0.000  0.000  0.000  6.349  5.856
 84 184  0.000  -1823.603  -0.4 -16.5   0.00 -13.57  5.916  0.000  0.000  0.000  0.000  6.374  5.862
 86 106  0.188  -1471.742 -10.5   0.0  -7.54  -6.58  5.511  0.196  0.178  0.048  0.048  5.479  5.452
 86 108  0.189  -1492.353 -10.1  -0.5  -6.01  -7.06  5.523  0.197  0.180  0.027  0.029  5.503  5.464
 86 110  0.182  -1512.165  -9.7  -1.0  -5.88  -7.11  5.533  0.189  0.174  0.004  0.010  5.525  5.475
 86 112  0.163  -1531.241  -9.4  -1.5  -7.18  -7.01  5.537  0.168  0.155 -0.007  0.001  5.541  5.479
 86 114  0.139  -1549.888  -9.3  -2.0  -7.80  -7.01  5.539  0.143  0.132 -0.014 -0.005  5.555  5.481
 86 116  0.120  -1568.196  -9.1  -2.5  -6.84  -7.39  5.544  0.124  0.114 -0.026 -0.015  5.572  5.486
 86 118  0.096  -1586.034  -8.8  -2.9  -6.44  -7.43  5.549  0.100  0.091 -0.028 -0.019  5.588  5.491
 86 120 -0.056  -1603.679  -8.8  -3.1  -7.32  -7.57  5.553 -0.057 -0.053 -0.003 -0.001  5.604  5.495
 86 122 -0.031  -1621.100  -8.6  -3.5  -5.10  -8.38  5.560 -0.032 -0.030 -0.004 -0.003  5.622  5.502
 86 124  0.003  -1637.999  -8.3  -3.9  -2.88  -8.74  5.567  0.003  0.003  0.000  0.000  5.641  5.510
 86 126  0.000  -1654.046  -8.3  -4.3   0.00  -8.75  5.575  0.000  0.000  0.000  0.000  5.661  5.517
 86 128  0.002  -1665.146  -5.5  -4.9  -4.54  -8.94  5.595  0.002  0.002  0.000  0.000  5.690  5.537
 86 130  0.011  -1675.990  -5.4  -5.4  -7.22  -9.10  5.613  0.011  0.012  0.001  0.001  5.718  5.556
 86 132  0.062  -1686.963  -5.4  -6.1  -4.73  -7.39  5.635  0.061  0.064  0.021  0.020  5.749  5.578
 86 134  0.055  -1697.423  -5.1  -6.7  -5.80  -8.40  5.653  0.054  0.055  0.005  0.006  5.775  5.596
 86 136  0.006  -1707.595  -5.1  -7.2  -6.75 -10.08  5.670  0.006  0.006  0.000  0.000  5.798  5.613
 86 138  0.001  -1717.495  -4.6  -7.8  -1.67 -10.54  5.689  0.001  0.001  0.000  0.000  5.823  5.632
 86 140  0.003  -1725.870  -4.1  -8.1  -8.33 -10.55  5.700  0.003  0.003  0.000  0.000  5.850  5.644
 86 142  0.185  -1734.034  -4.5  -8.3  -8.98  -8.68  5.733  0.192  0.175  0.103  0.083  5.906  5.677
 86 144  0.217  -1743.038  -4.5  -8.7  -7.03 -11.47  5.760  0.224  0.207  0.115  0.096  5.941  5.704
 86 146  0.242  -1751.798  -4.3  -9.0  -5.47 -13.61  5.784  0.248  0.233  0.115  0.099  5.975  5.729
 86 148  0.258  -1760.170  -4.1  -9.4  -4.85 -14.70  5.805  0.262  0.249  0.102  0.090  6.004  5.749
 86 150  0.258  -1768.093  -3.8  -9.7  -4.81 -14.67  5.819  0.263  0.250  0.081  0.073  6.027  5.764
 86 152  0.244  -1775.575  -3.6 -10.1  -5.39 -13.65  5.828  0.250  0.234  0.057  0.051  6.045  5.773
 86 154  0.242  -1782.606  -3.4 -10.5  -5.88 -13.28  5.842  0.248  0.232  0.033  0.031  6.069  5.787
 86 156  0.242  -1789.253  -3.3 -10.8  -6.08 -13.22  5.855  0.247  0.232  0.010  0.015  6.094  5.800
 86 158  0.239  -1795.582  -3.1 -11.1  -5.76 -13.20  5.867  0.245  0.229 -0.012 -0.001  6.118  5.812
